CustomerID;FirstName;MiddleName;LastName;AddressLine1;City;StateProvinceName;CountryRegionName;PostalCode;PhoneNumber;BirthDate;Education;Occupation;Gender;MaritalStatus;HomeOwnerFlag;NumberCarsOwned;NumberChildrenAtHome;TotalChildren;YearlyIncome;LastUpdated;BikeBuyer;AvgMonthSpend;BikeBuyerText
24082;Regina;A;Rodriguez;56, avenue de l´Europe;Morangis;Essonne;France;91420;1 (11) 500 555-0119;13/12/84;High School;Skilled Manual;F;M;1;1;2;2;60700;6/03/17;1;49.29;YES
27886;Denise;P;Gonzalez;80, avenue de Malakoff;Pantin;Seine Saint Denis;France;93500;1 (11) 500 555-0116;24/09/80;High School;Manual;F;S;0;0;0;0;30913;6/03/17;0;49;NO
21711;Hailey;J;Gray;44 Garcia;West Covina;California;United States;91791;643-555-0126;11/11/78;Partial College;Clerical;F;S;1;2;0;0;86952;6/03/17;1;54.71;YES
22366;Logan;C;Henderson;1695 Valley High Dr;Sooke;British Columbia;Canada;V0;154-555-0134;16/07/78;Graduate Degree;Skilled Manual;M;M;1;2;1;2;58567;6/03/17;1;55.64;YES
15010;Cory;J;Suri;9342 Temple Drive;Berkeley;California;United States;94704;109-555-0114;12/09/97;Partial College;Clerical;M;M;0;0;0;0;77478;6/03/17;0;50.55;NO
22296;Benjamin;M;Johnson;4137 Garcia Ranch Road;Lemon Grove;California;United States;91945;913-555-0137;23/03/88;Bachelors;Clerical;M;M;1;2;0;1;78406;6/03/17;0;50.16;NO
23237;Caleb;C;Young;Helsenbergbogen 2;Kassel;Hessen;Germany;34117;1 (11) 500 555-0192;27/12/90;Partial College;Clerical;M;S;0;1;0;0;85318;6/03/17;0;51.02;NO
13832;Priscilla;R;Raji;51, rue Henri Gagnon;Courbevoie;Hauts de Seine;France;92400;1 (11) 500 555-0125;27/04/96;High School;Skilled Manual;F;S;0;0;0;0;52928;6/03/17;1;52.17;YES
26026;Cindy;E;Srini;9099 Warmcastle Ct.;Townsville;Queensland;Australia;4810;1 (11) 500 555-0153;14/05/87;Bachelors;Clerical;F;S;0;2;0;0;79224;6/03/17;1;52.31;YES
17813;Jay;K;Nicholls;2080 Mountain View Dr.;Woolston;England;United Kingdom;WA1 4SY;1 (11) 500 555-0187;3/07/83;Partial College;Manual;M;M;0;0;0;1;33076;6/03/17;1;53.13;YES
26369;Kate;J;Nath;1101, rue Lauriston;Sèvres;Hauts de Seine;France;92310;1 (11) 500 555-0171;24/09/85;High School;Skilled Manual;F;M;1;1;0;2;56641;6/03/17;0;48.89;NO
18824;Elijah;L;Collins;2535 Park Lane;La Jolla;California;United States;92806;620-555-0143;24/08/82;High School;Manual;M;M;1;0;0;1;27203;6/03/17;0;52.46;NO
21064;Colleen;C;Sun;8188, place du Tertre;Saint Ouen;Somme;France;80610;1 (11) 500 555-0116;20/11/86;High School;Clerical;F;S;0;3;0;0;77098;6/03/17;0;50.21;NO
28532;Tony;R;Xie;4757, rue Saint-Lazare;Paris;Seine (Paris);France;75008;1 (11) 500 555-0112;6/12/88;Bachelors;Management;M;M;1;3;2;2;103200;6/03/17;1;53.97;YES
16183;Tanya;NULL;Carlson;9435 Vine Hill Way;St. Leonards;New South Wales;Australia;2065;1 (11) 500 555-0136;4/11/84;Bachelors;Skilled Manual;F;S;0;2;0;0;53784;6/03/17;0;50.85;NO
25700;Faith;B;Coleman;2181, rue Malar;Saint-Denis;Seine Saint Denis;France;93400;1 (11) 500 555-0165;18/08/74;Partial College;Manual;F;S;0;1;0;0;25826;6/03/17;0;47.53;NO
21746;Xavier;NULL;Hernandez;144 Santa Monica;Lakewood;California;United States;90712;404-555-0118;16/03/82;High School;Manual;M;M;1;0;1;1;30925;6/03/17;1;50.48;YES
26560;Lindsey;NULL;Shen;589 Woodcrest Drive;Newcastle;New South Wales;Australia;2300;1 (11) 500 555-0163;4/06/71;Partial High School;Manual;F;M;1;1;1;2;30288;6/03/17;0;50.57;NO
16988;Brian;R;Bailey;9013 Ramsay Circle;Oakland;California;United States;94611;621-555-0190;19/04/85;Bachelors;Manual;M;S;0;0;0;0;34685;6/03/17;1;48.1;YES
18562;Mary;P;Wright;5745 St. Paul Way;Novato;California;United States;94947;160-555-0188;16/06/89;Graduate Degree;Skilled Manual;F;M;0;1;1;1;58213;6/03/17;1;51.99;YES
14996;Ross;R;Gill;Unter Linden 934;Berlin;Hamburg;Germany;10210;1 (11) 500 555-0114;14/10/95;Partial College;Management;M;S;0;0;0;0;108342;6/03/17;1;51.43;YES
26741;Nichole;J;Pal;2765 Robbins Place;Lane Cove;New South Wales;Australia;1597;1 (11) 500 555-0197;18/08/87;Bachelors;Professional;F;M;1;2;1;1;130385;6/03/17;1;55.52;YES
19490;Kristina;D;Smith;11, rue de Cambrai;Paris;Seine (Paris);France;75019;1 (11) 500 555-0167;16/11/84;Partial College;Skilled Manual;F;S;0;2;0;0;58227;6/03/17;1;50.76;YES
12720;Nicolas;J;Chande;44, rue du Départ;Suresnes;Hauts de Seine;France;92150;1 (11) 500 555-0115;2/11/94;Partial College;Skilled Manual;M;S;0;1;0;0;52156;6/03/17;1;47.68;YES
14050;Manuel;M;Lopez;2396 Ancona Ct.;Cloverdale;South Australia;Australia;6105;1 (11) 500 555-0146;16/05/86;Graduate Degree;Professional;M;S;1;2;0;0;131458;6/03/17;1;57.1;YES
11926;Eduardo;NULL;Foster;609 Power Ave.;Oregon City;Oregon;United States;97045;522-555-0169;18/03/98;Partial College;Manual;M;S;0;1;0;0;33510;6/03/17;0;46.25;NO
28023;Andrea;D;James;4645 Rossmor Parkway;Corvallis;Oregon;United States;97330;514-555-0198;15/09/66;High School;Skilled Manual;F;S;1;1;0;1;56785;6/03/17;0;51.34;NO
22541;Stefanie;NULL;Martinez;Im Himmelsweg 27;Paderborn;Hamburg;Germany;33041;1 (11) 500 555-0120;26/12/93;Partial College;Skilled Manual;F;S;0;1;0;0;58201;6/03/17;0;51.29;NO
23192;Emily;E;Garcia;8180 Loveridge Circle;Palo Alto;California;United States;94303;300-555-0120;8/04/85;Bachelors;Clerical;F;M;1;2;0;1;82359;7/03/17;1;49.64;YES
24957;Anna;A;Howard;8290 Margaret Ct.;Lakewood;California;United States;90712;869-555-0119;21/04/65;Partial High School;Skilled Manual;F;M;1;2;1;2;55654;6/03/17;1;50.98;YES
11867;Nathaniel;C;James;4268 Weaver Court;National City;California;United States;91950;112-555-0116;24/04/80;High School;Manual;M;M;1;1;1;2;33167;6/03/17;0;58.85;NO
11929;Virginia;NULL;Gonzalez;7566 Keller Ridge Dr.;St. Leonards;New South Wales;Australia;2065;1 (11) 500 555-0188;12/02/66;Partial College;Management;F;S;1;3;0;1;107883;6/03/17;1;52.81;YES
27994;Jodi;L;Rai;5680 Camelback Ct.;Beaverton;Oregon;United States;97005;622-555-0178;4/07/57;High School;Clerical;F;M;1;1;2;2;80056;7/03/17;1;53.16;YES
21068;Lawrence;B;Jimenez;5097 Bourton Ct.;Bury;England;United Kingdom;PE17;1 (11) 500 555-0119;28/01/85;Partial High School;Skilled Manual;M;S;0;2;0;0;54577;6/03/17;1;49.8;YES
26332;Aaron;W;Mitchell;3773 Lakefield Place;Lebanon;Oregon;United States;97355;116-555-0185;26/09/86;Bachelors;Manual;M;M;0;0;1;1;36070;6/03/17;1;59.05;YES
20232;Franklin;L;Chande;867 Calico Way;Hobart;Tasmania;Australia;7001;1 (11) 500 555-0166;11/05/84;Bachelors;Skilled Manual;M;M;1;2;1;2;54049;6/03/17;1;54.19;YES
15029;Alejandro;W;Ye;5572 Running Springs Road;Wollongong;New South Wales;Australia;2500;1 (11) 500 555-0199;4/06/99;Partial College;Management;M;S;0;1;0;0;112726;6/03/17;0;55.8;NO
28907;Blake;NULL;Jenkins;1156 Dublin Court;Runcorn;England;United Kingdom;TY31;1 (11) 500 555-0111;19/02/71;Partial College;Manual;M;M;1;1;0;2;29749;6/03/17;0;48.95;NO
11887;Joseph;NULL;White;8656 Lakespring Place;Coronado;California;United States;92118;149-555-0116;5/04/78;Bachelors;Skilled Manual;M;M;1;2;2;2;56820;6/03/17;1;55.26;YES
16809;Bailey;A;Sanders;3910 Fawn Glen Circle;Redwood City;California;United States;94063;532-555-0181;24/06/70;Partial College;Management;F;S;1;3;0;0;102647;6/03/17;1;51.75;YES
18033;Evelyn;W;Patel;Postfach 44 11 11;Solingen;Nordrhein-Westfalen;Germany;42651;1 (11) 500 555-0193;20/05/96;Partial College;Clerical;F;S;0;2;0;0;82258;6/03/17;1;51.48;YES
27605;Miguel;NULL;Martinez;5656 Via Delaware;Sedro Woolley;Washington;United States;98284;455-555-0163;22/01/77;High School;Skilled Manual;M;M;1;1;2;2;54200;6/03/17;1;55.34;YES
14106;Melissa;NULL;Hughes;9391 80th St;Oakland;California;United States;94611;976-555-0182;13/01/96;Partial College;Skilled Manual;F;S;0;2;0;0;60908;6/03/17;1;51.97;YES
29293;Nuan;NULL;Wu;7717 Amador Valley Blvd.;Hawthorne;Queensland;Australia;4171;1 (11) 500 555-0113;2/06/87;Bachelors;Management;M;S;1;2;0;0;105007;6/03/17;1;54.5;YES
17669;Olivia;N;Rivera;8490 Longbrood Way;Sedro Woolley;Washington;United States;98284;196-555-0192;10/10/76;High School;Manual;F;M;1;0;1;1;32319;6/03/17;1;48.12;YES
23540;Bruce;NULL;Lopez;324 Mepham Dr.;Gold Coast;Queensland;Australia;4217;1 (11) 500 555-0119;5/02/82;Partial College;Skilled Manual;M;S;0;1;0;0;52311;6/03/17;0;57.27;NO
19710;Arianna;S;Gonzales;7886 Ruth Drive;Port Hammond;British Columbia;Canada;V6B 3P7;223-555-0195;7/10/80;Partial College;Clerical;F;S;1;2;0;0;82851;6/03/17;0;54.25;NO
21495;James;NULL;Hughes;8225 Hidden Oak Ct;Olympia;Washington;United States;98501;525-555-0165;2/08/71;High School;Manual;M;M;1;1;2;2;29111;6/03/17;0;53.22;NO
14773;Noah;NULL;Ross;7, route de Marseille;Villeneuve-d'Ascq;Nord;France;59491;1 (11) 500 555-0136;27/04/88;Graduate Degree;Clerical;M;M;1;1;1;1;81985;6/03/17;1;52.19;YES
29082;Sabrina;L;Ramos;868 Aspen Dr.;Wollongong;New South Wales;Australia;2500;1 (11) 500 555-0143;22/01/69;Partial High School;Manual;F;S;1;0;0;0;33954;6/03/17;0;46.19;NO
14021;Michelle;NULL;Richardson;2676 Santa Fe Street;Kirkland;Washington;United States;98033;590-555-0195;2/11/95;Partial College;Manual;F;S;0;0;0;0;29016;6/03/17;0;45.76;NO
23689;Kayla;D;Hall;7034 Carson;West Covina;California;United States;91791;155-555-0190;26/02/67;High School;Manual;F;M;1;0;1;2;33152;6/03/17;1;50.02;YES
13485;Thomas;J;Allen;288 Almaden Dr.;Chula Vista;California;United States;91910;599-555-0119;25/10/57;Graduate Degree;Clerical;M;M;1;1;2;2;80331;6/03/17;1;53.77;YES
14179;Claudia;J;Xu;Lützowplatz 5538;Braunschweig;Nordrhein-Westfalen;Germany;38001;1 (11) 500 555-0140;26/04/66;Bachelors;Clerical;F;S;1;1;1;1;79235;6/03/17;0;51.62;NO
15084;Adrienne;NULL;Serrano;Winterfeldtstr 2529;Kassel;Hessen;Germany;34117;1 (11) 500 555-0186;20/09/89;Graduate Degree;Manual;F;S;0;1;0;0;35390;6/03/17;0;50.42;NO
27193;Daniel;V;Miller;6885 Auburn;Lincoln Acres;California;United States;91950;623-555-0156;18/05/94;Graduate Degree;Professional;M;S;0;3;0;0;136457;6/03/17;0;52.17;NO
20423;Alicia;H;Goel;7405 Jacqueline Drive;Wollongong;New South Wales;Australia;2500;1 (11) 500 555-0147;10/10/72;High School;Skilled Manual;F;S;1;1;0;0;53549;6/03/17;0;53.1;NO
18300;Diane;L;Ramos;3381 Paso Nogal;Cloverdale;South Australia;Australia;6105;1 (11) 500 555-0148;12/07/81;Partial College;Clerical;F;M;1;0;1;2;85674;6/03/17;1;50.64;YES
21781;Jared;NULL;Rivera;2096 Trinity Ave.;Lynnwood;Washington;United States;98036;432-555-0138;22/06/67;Bachelors;Professional;M;M;1;3;0;2;129242;6/03/17;1;52.48;YES
28780;Melissa;L;Griffin;1874 Orchid Ct;Seattle;Washington;United States;98104;844-555-0182;7/01/76;Partial High School;Skilled Manual;F;M;1;1;2;2;61829;6/03/17;1;52.85;YES
25162;Bryan;D;Morris;9634 S. Silver Spring;Torrance;California;United States;90505;729-555-0131;11/11/84;Bachelors;Management;M;S;1;3;0;0;111980;6/03/17;1;59.52;YES
26829;Morgan;NULL;Evans;Postfach 55 00 00;Bottrop;Nordrhein-Westfalen;Germany;46236;1 (11) 500 555-0110;23/09/87;Bachelors;Skilled Manual;F;M;1;0;1;1;54675;7/03/17;1;52.61;YES
11345;Robin;NULL;Ramos;6, rue de l´Esplanade;Tremblay-en-France;Seine Saint Denis;France;93290;1 (11) 500 555-0111;12/03/77;Partial College;Management;F;S;1;3;0;0;106648;6/03/17;1;53.81;YES
22539;Randall;D;Sanz;3001 Mt. Etna;Woolston;England;United Kingdom;WA1 4SY;1 (11) 500 555-0177;11/03/93;Partial High School;Skilled Manual;M;S;0;1;0;0;58037;6/03/17;0;52.65;NO
26226;Michele;C;Andersen;Zimmerstr 57;München;Nordrhein-Westfalen;Germany;80074;1 (11) 500 555-0182;22/11/92;Partial College;Management;F;M;1;2;0;1;106062;6/03/17;1;51.69;YES
22654;Orlando;NULL;Romero;8, rue de la Comédie;Colombes;Hauts de Seine;France;92700;1 (11) 500 555-0112;22/09/85;High School;Manual;M;S;0;1;0;0;28008;6/03/17;0;56.39;NO
20389;Lee;NULL;Romero;5627 Crystal Avenue;Ballard;Washington;United States;98107;461-555-0172;5/02/60;Graduate Degree;Clerical;M;M;1;2;0;3;86828;6/03/17;0;50.62;NO
27716;Albert;E;Ramos;9993 Oak Grove Rd.;Lavender Bay;New South Wales;Australia;2060;1 (11) 500 555-0145;3/10/81;Partial College;Skilled Manual;M;S;0;2;0;0;61109;6/03/17;1;57.61;YES
23670;Mya;D;Henderson;6985 Matterhorn Ct;Salem;Oregon;United States;97301;647-555-0186;5/12/58;Graduate Degree;Manual;F;M;1;1;1;2;35142;6/03/17;0;47.02;NO
28410;Cheryl;R;Gill;466 Ranch Road;Bracknell;England;United Kingdom;RG12 8TB;1 (11) 500 555-0121;21/04/97;High School;Skilled Manual;F;M;0;2;0;0;59673;6/03/17;0;48.54;NO
21755;Lucas;R;White;2581 Browse Ct;Coronado;California;United States;92118;703-555-0112;24/03/63;Bachelors;Professional;M;M;1;3;1;2;133272;6/03/17;1;56.63;YES
12254;Calvin;NULL;Deng;100, rue des Rosiers;Pantin;Seine Saint Denis;France;93500;1 (11) 500 555-0134;26/02/63;Partial College;Clerical;M;S;1;3;0;1;81957;6/03/17;0;50.09;NO
17082;Morgan;W;Smith;Moritzstr 32;Hamburg;Hamburg;Germany;20354;1 (11) 500 555-0129;23/05/94;Partial College;Management;F;S;0;1;0;0;103314;6/03/17;0;52.78;NO
25122;Susan;L;Zhao;5527 Liscome Way;Bendigo;Victoria;Australia;3550;1 (11) 500 555-0167;16/03/87;Graduate Degree;Management;F;S;1;2;0;0;103546;6/03/17;1;51.61;YES
25619;Rafael;C;Raji;65, avenue du Port;Tremblay-en-France;Seine Saint Denis;France;93290;1 (11) 500 555-0176;23/03/88;Bachelors;Skilled Manual;M;M;0;0;1;1;58317;6/03/17;1;48.05;YES
24940;Fernando;NULL;Martin;7559 Worth Ct.;Concord;California;United States;94519;327-555-0191;26/06/60;Bachelors;Skilled Manual;M;M;1;2;0;2;55825;6/03/17;0;48.53;NO
13117;Evelyn;NULL;Rodriguez;9236 Hanson Lane;Sydney;New South Wales;Australia;1002;1 (11) 500 555-0122;11/01/86;Graduate Degree;Manual;F;S;0;1;0;0;36367;6/03/17;0;48.33;NO
12460;Dominique;NULL;Malhotra;9838 Westchester Pl.;London;England;United Kingdom;W1Y 3RA;1 (11) 500 555-0140;23/11/88;Bachelors;Management;F;S;0;2;0;0;107852;6/03/17;1;54.89;YES
13619;Arturo;NULL;Xu;6111 Guadalajara;Rhodes;New South Wales;Australia;2138;1 (11) 500 555-0173;11/05/96;Bachelors;Management;M;M;1;0;0;0;105888;6/03/17;0;51.31;NO
23455;Jonathan;R;Perez;4217 Fairlane Place;Royal Oak;British Columbia;Canada;V8X;884-555-0158;14/03/76;Partial High School;Manual;M;S;0;1;0;0;31956;6/03/17;0;50.51;NO
20986;Brandi;L;Blanco;9669 Alhambra Court;Brisbane;Queensland;Australia;4000;1 (11) 500 555-0171;27/04/97;High School;Clerical;F;M;0;0;0;0;83026;6/03/17;1;50.25;YES
26141;Jorge;NULL;Zhu;3632 Ramsay Circle;Townsville;Queensland;Australia;4810;1 (11) 500 555-0125;27/09/86;Graduate Degree;Management;M;S;1;2;0;0;110808;6/03/17;1;56.85;YES
19074;Colleen;NULL;Shen;9967, rue de Terre Neuve;Colomiers;Garonne (Haute);France;31770;1 (11) 500 555-0174;11/05/68;Partial High School;Skilled Manual;F;M;1;1;2;2;51566;6/03/17;1;50.94;YES
23214;Kaylee;W;James;6781 San Jose Ave;Lemon Grove;California;United States;91945;863-555-0157;21/11/83;Bachelors;Professional;F;M;1;3;1;2;132962;6/03/17;1;54.67;YES
11313;Trevor;NULL;Jenkins;4697 Yosemite Dr.;Port Orchard;Washington;United States;98366;120-555-0129;27/02/73;Graduate Degree;Professional;M;S;1;2;0;0;135064;6/03/17;1;55.61;YES
26113;Caitlin;L;Rivera;3598 Walnut Place;Oak Bay;British Columbia;Canada;V8P;177-555-0164;13/03/73;Graduate Degree;Professional;F;S;1;2;0;0;135997;6/03/17;1;54.2;YES
15865;Isabel;M;Price;2807 Charlotte Court;Palo Alto;California;United States;94303;806-555-0193;14/04/91;High School;Skilled Manual;F;S;0;1;0;0;57770;6/03/17;0;49.68;NO
25060;Noah;R;Martinez;6472 Loveridge Circle;Coronado;California;United States;92118;854-555-0195;17/01/93;Bachelors;Management;M;S;0;1;0;0;113290;6/03/17;0;54.55;NO
17902;Ruth;D;Lopez;Welt Platz 2;Stuttgart;Saarland;Germany;70511;1 (11) 500 555-0118;4/03/62;Partial College;Clerical;F;M;1;1;1;2;81214;6/03/17;0;54.11;NO
27898;Trinity;NULL;Bell;4, rue Philibert-Delorme;Saint Germain en Laye;Yveline;France;78100;1 (11) 500 555-0169;8/06/80;Bachelors;Clerical;F;M;1;2;0;2;80624;6/03/17;0;49.58;NO
19921;Cara;L;Cai;Postfach 66 07 00;München;Hamburg;Germany;80074;1 (11) 500 555-0110;5/02/66;Bachelors;Management;F;S;1;2;0;1;106908;6/03/17;0;53.03;NO
21186;Randall;Z;Vazquez;2168 Terra Calitina;Brisbane;Queensland;Australia;4000;1 (11) 500 555-0144;4/02/85;Bachelors;Skilled Manual;M;S;0;1;0;0;51796;6/03/17;0;56.24;NO
19129;Carson;A;Simmons;1673 Kiska Court;Los Angeles;California;United States;90012;198-555-0191;24/10/90;Graduate Degree;Clerical;M;M;1;2;1;2;80764;6/03/17;1;52.27;YES
25626;Janet;R;Diaz;149 Valley Blvd.;Gateshead;England;United Kingdom;GA10;1 (11) 500 555-0117;21/05/84;Partial High School;Manual;F;M;0;0;0;1;35297;6/03/17;0;47.28;NO
15009;Chloe;NULL;Patterson;3175 Olivera Rd.;Redmond;Washington;United States;98052;312-555-0187;10/06/97;Partial College;Clerical;F;S;0;1;0;0;78604;6/03/17;0;51.54;NO
22070;Eduardo;J;Brown;2823 Pheasant Court;Colma;California;United States;94014;317-555-0129;2/07/83;Bachelors;Management;M;M;1;3;0;0;102869;6/03/17;0;57.71;NO
13303;Jonathan;NULL;Martinez;5896 Mt. Dell;Oak Bay;British Columbia;Canada;V8P;507-555-0129;4/10/75;High School;Skilled Manual;M;M;1;1;1;2;62293;6/03/17;1;54.24;YES
27822;Jerry;L;Lal;3663 Palm Avenue;York;England;United Kingdom;Y024 1GF;1 (11) 500 555-0156;18/03/82;Partial College;Manual;M;S;0;1;0;0;34607;6/03/17;1;48.11;YES
14908;Morgan;A;Mitchell;2627 Holiday Hills Drive;Bremerton;Washington;United States;98312;971-555-0198;9/07/76;Partial College;Skilled Manual;F;M;1;2;1;2;53042;6/03/17;1;50.06;YES
27981;Aimee;R;Hu;9748 Sutherland Dr;Melton;Victoria;Australia;3337;1 (11) 500 555-0141;3/02/91;Bachelors;Management;F;S;0;1;0;0;106195;6/03/17;0;55.41;NO
15995;Kaitlyn;L;Johnson;6432 Maywood Ln.;Downey;California;United States;90241;747-555-0147;26/05/72;Partial College;Management;F;M;1;2;0;2;106360;6/03/17;1;51.7;YES
23808;Spencer;NULL;Perry;6836 Somerset Pl.;Lincoln Acres;California;United States;91950;671-555-0133;8/05/78;Partial College;Management;M;M;1;2;1;1;110288;6/03/17;1;54.03;YES
18679;Seth;C;Wood;2306 Hillridge Way;Renton;Washington;United States;98055;313-555-0183;26/07/92;Graduate Degree;Management;M;S;0;1;0;0;112590;6/03/17;1;52.71;YES
23721;John;M;Clark;5301 Northwood Drive;Downey;California;United States;90241;668-555-0134;23/07/69;Partial College;Manual;M;M;1;0;1;2;30844;6/03/17;1;52.73;YES
21351;James;NULL;Coleman;7798 Longbrood Way;Lakewood;California;United States;90712;387-555-0129;27/07/60;Graduate Degree;Management;M;M;1;2;0;3;109611;6/03/17;0;51;NO
